Name,X-Coordinate,Y-Coordinate,Tag,Rain Gage,Outlet,Area (ha),Width (m),Flow Length (m),Slope (%),Imperv. (%),N Imperv,N Perv,Dstore Imperv (mm),Dstore Perv (mm),Zero Imperv (%),Subarea Routing,Percent Routed (%),Curb Length
S07823TTTT,178042.172,549996.7,공동주택,huff_2yr,S07824TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07824TTTT,178072.172,549996.7,공동주택,huff_2yr,S07825TTTT,0.09,30,30,0.441,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07825TTTT,178102.172,549996.7,공동주택,huff_2yr,S07826TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07826TTTT,178132.172,549996.7,공동주택,huff_2yr,S07827TTTT,0.09,30,30,0.439,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07827TTTT,178162.172,549996.7,공동주택,huff_2yr,S07828TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07828TTTT,178192.172,549996.7,공동주택,huff_2yr,S07829TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07829TTTT,178222.172,549996.7,공동주택,huff_2yr,S07830TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07830TTTT,178252.172,549996.7,공동주택,huff_2yr,S07831TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07831TTTT,178282.172,549996.7,공동주택,huff_2yr,SD07832,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07832TTTF,178307.781,549996.75,공동주택,huff_2yr,S07833TTTT,0.034386,18.543,18.544,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07833TTTT,178342.172,549996.7,공동주택,huff_2yr,S07834TTTT,0.09,30,30,0.428,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07834TTTT,178372.172,549996.7,공동주택,huff_2yr,S07835TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07835TTTT,178402.172,549996.7,공동주택,huff_2yr,S07836TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07836TTTT,178432.172,549996.7,공동주택,huff_2yr,S07837TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07837TTTT,178462.172,549996.7,공동주택,huff_2yr,S07838TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07838TTTT,178492.172,549996.7,공동주택,huff_2yr,S07839TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07839TTTT,178522.172,549996.7,공동주택,huff_2yr,S07840TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07840TTTT,178552.172,549996.7,공동주택,huff_2yr,S07841TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07841TTTT,178582.172,549996.7,공동주택,huff_2yr,SD07842,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07842TTTF,178601.453,549995.4,업무시설,huff_2yr,SD07843,0.025088,15.839,15.839,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07843TFTT,178643.625,549997.1,업무시설,huff_2yr,S07844TTTT,0.081052,28.47,28.469,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07844TTTT,178672.172,549996.7,업무시설,huff_2yr,S07845TTTT,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07845TTTT,178702.172,549996.7,업무시설,huff_2yr,S07846TTTT,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07846TTTT,178732.172,549996.7,업무시설,huff_2yr,S07847TTTT,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07847TTTT,178762.172,549996.7,공원,huff_2yr,S07848TTTT,0.09,30,30,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07848TTTT,178792.172,549996.7,공원,huff_2yr,S07849TTTT,0.09,30,30,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07849TTTT,178822.172,549996.7,자족시설,huff_2yr,S07850TTTT,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07850TTTT,178852.172,549996.7,자족시설,huff_2yr,S07851TTTT,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07851TTTT,178882.172,549996.7,자족시설,huff_2yr,SD07852,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07852TTFT,178911.781,549997.7,자족시설,huff_2yr,SD07853,0.083914,28.968,28.968,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07853TTFT,178941.7,549999.938,자족시설,huff_2yr,SD07854,0.070452,26.543,26.543,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07854TTFT,178970.938,550003.1,자족시설,huff_2yr,SD07855,0.050302,22.428,22.428,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07855TTFT,179000.672,550006.438,자족시설,huff_2yr,SD07856,0.030444,17.448,17.448,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07856TTFF,179023.625,550008.8,공원,huff_2yr,SD07857,0.007987,8.937,8.937,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07857TFTT,179065.531,549996.438,공원,huff_2yr,S07858TTTT,0.069771,26.414,26.414,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07858TTTT,179092.172,549996.7,공원,huff_2yr,S07859TTTT,0.09,30,30,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07859TTTT,179113.766,549998.75,공원,huff_2yr,OF28,0.037405,19.34,19.341,0.413,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07907FFTT,177562.172,549966.7,공원,huff_2yr,SN07906,0.09,30,30,0.3,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07908TTTT,177585.734,549968,자족시설,huff_2yr,S07907FFTT,0.05027,22.421,22.421,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07909TTTT,177632.609,549962.438,자족시설,huff_2yr,SD07908,0.021622,14.704,14.705,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07910TTTT,177644.828,549963,녹지,huff_2yr,SD07909,0.0368,19.183,19.184,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07913TTTT,177752.266,549958.938,자족시설,huff_2yr,OF42,0.015953,12.63,12.631,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07914TTTT,177772.531,549966.4,자족시설,huff_2yr,S07913TTTT,0.087638,29.604,29.603,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07915TTTT,177802.172,549966.7,자족시설,huff_2yr,S07914TTTT,0.09,30,30,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07916TTTT,177826.156,549966.1,공동주택,huff_2yr,S07915TTTT,0.053617,23.155,23.156,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07917TTTT,177866.2,549967.1,공동주택,huff_2yr,SD07916,0.065648,25.622,25.622,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07918TTTT,177892.172,549966.7,공동주택,huff_2yr,SD07917,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07919TTTT,177922.172,549966.7,공동주택,huff_2yr,S07918TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07920TTTT,177952.172,549966.7,공동주택,huff_2yr,S07919TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07921TTTT,177982.172,549966.7,공동주택,huff_2yr,S07920TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07922TTTT,178012.172,549966.7,공동주택,huff_2yr,S07921TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07923TTTT,178042.172,549966.7,공동주택,huff_2yr,S07924TTTT,0.09,30,30,0.44,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07924TTTT,178072.172,549966.7,공동주택,huff_2yr,S07925TTTT,0.09,30,30,0.44,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07925TTTT,178102.172,549966.7,공동주택,huff_2yr,S07926TTTT,0.09,30,30,0.44,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07926TTTT,178132.172,549966.7,공동주택,huff_2yr,S07927TTTT,0.09,30,30,0.439,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07927TTTT,178162.172,549966.7,공동주택,huff_2yr,S07928TTTT,0.09,30,30,0.439,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07928TTTT,178192.172,549966.7,공동주택,huff_2yr,S07929TTTT,0.09,30,30,0.441,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07929TTTT,178222.172,549966.7,공동주택,huff_2yr,S07930TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07930TTTT,178252.172,549966.7,공동주택,huff_2yr,S07931TTTT,0.09,30,30,0.437,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07931TTTT,178282.172,549966.7,공동주택,huff_2yr,SD07932,0.09,30,30,0.441,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07932TTTF,178308.6,549966.75,공동주택,huff_2yr,S07933TTTT,0.033624,18.337,18.337,0.437,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07933TTTT,178342.172,549966.7,공동주택,huff_2yr,S07934TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07934TTTT,178372.172,549966.7,공동주택,huff_2yr,S07935TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07935TTTT,178402.172,549966.7,공동주택,huff_2yr,S07936TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07936TTTT,178432.172,549966.7,공동주택,huff_2yr,S07937TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07937TTTT,178462.172,549966.7,공동주택,huff_2yr,S07938TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07938TTTT,178492.172,549966.7,공동주택,huff_2yr,S07939TTTT,0.09,30,30,0.418,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07939TTTT,178522.172,549966.7,공동주택,huff_2yr,S07940TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07940TTTT,178552.172,549966.7,공동주택,huff_2yr,S07941TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07941TTTT,178582.172,549966.7,공동주택,huff_2yr,SD07942,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07942TTTF,178603.672,549965.8,업무시설,huff_2yr,SD07943,0.038588,19.644,19.644,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07943TFTT,178646.1,549967.25,업무시설,huff_2yr,S07944TTTT,0.066252,25.739,25.74,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07944TTTT,178672.172,549966.7,업무시설,huff_2yr,SD07945,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07945TTFT,178701.9,549967.1,업무시설,huff_2yr,SD07946,0.087349,29.555,29.555,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07946TTFT,178731.719,549969.2,업무시설,huff_2yr,SD07947,0.074806,27.351,27.35,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07947TTFT,178761.625,549971.438,공원,huff_2yr,SD07948,0.061327,24.764,24.765,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07948TTFT,178791.469,549973.7,공원,huff_2yr,SD07949,0.047848,21.874,21.874,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07949TTFT,178821.2,549975.9,자족시설,huff_2yr,SD07950,0.034369,18.539,18.539,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07950TTFT,178850.563,549978.063,자족시설,huff_2yr,SD07951,0.020889,14.453,14.453,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07951TTFF,178880.359,549975.063,자족시설,huff_2yr,SD07952,0.009063,9.52,9.52,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07952FFTT,178914.766,549954.438,자족시설,huff_2yr,SD07953,0.015084,12.282,12.281,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07953FTTT,178943.453,549956.938,보행자전용도로,huff_2yr,SD07954,0.030786,17.546,17.546,0.412,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07954FTTT,178972.688,549959,자족시설,huff_2yr,SD07955,0.043512,20.86,20.859,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07955FTTT,179002.484,549960.1,자족시설,huff_2yr,SD07956,0.05061,22.497,22.496,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07956FTTF,179019.578,549960.938,공원,huff_2yr,SD07957,0.008681,9.317,9.317,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07957TFTT,179064.313,549966.438,공원,huff_2yr,S07958TTTT,0.077161,27.778,27.778,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07958TTTT,179091.7,549967.063,공원,huff_2yr,S07959TTTT,0.086955,29.488,29.488,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S07959TTTT,179109.469,549976.3,공원,huff_2yr,S07859TTTT,0.005507,7.421,7.421,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08006FTTT,177536.188,549938.75,공원,huff_2yr,OF58,0.062486,24.997,24.997,0.3,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08007TTTT,177562.172,549936.7,공원,huff_2yr,S08006FTTT,0.09,30,30,0.3,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08008TTTT,177581.5,549939.6,자족시설,huff_2yr,S08007TTTT,0.023235,15.243,15.243,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08009TTTT,177628.484,549935.4,자족시설,huff_2yr,SD08008,0.050882,22.557,22.557,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08010TTTT,177647.328,549936.5,녹지,huff_2yr,SD08009,0.060837,24.665,24.665,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08013TTTT,177749.641,549936.8,자족시설,huff_2yr,OF42,0.045118,21.241,21.241,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08014TTTT,177772.172,549936.7,자족시설,huff_2yr,S08013TTTT,0.09,30,30,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08015TTTT,177802.172,549936.7,자족시설,huff_2yr,S08014TTTT,0.09,30,30,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08016TTTF,177828.266,549936.2,공동주택,huff_2yr,S08015TTTT,0.066298,25.748,25.749,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08017TFTT,177868.438,549937.4,공동주택,huff_2yr,SD08016,0.052082,22.821,22.822,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08018TTTT,177892.172,549936.7,공동주택,huff_2yr,SD08017,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08019TTTT,177922.172,549936.7,공동주택,huff_2yr,S08018TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08020TTTT,177952.172,549936.7,공동주택,huff_2yr,S08019TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08021TTTT,177982.172,549936.7,공동주택,huff_2yr,S08020TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08022TTTT,178012.172,549936.7,공동주택,huff_2yr,S08021TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08023TTTT,178042.172,549936.7,공동주택,huff_2yr,S08024TTTT,0.09,30,30,0.431,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08024TTTT,178072.172,549936.7,공동주택,huff_2yr,S08025TTTT,0.09,30,30,0.435,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08025TTTT,178102.172,549936.7,공동주택,huff_2yr,S08026TTTT,0.09,30,30,0.437,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08026TTTT,178132.172,549936.7,공동주택,huff_2yr,S08027TTTT,0.09,30,30,0.436,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08027TTTT,178162.172,549936.7,공동주택,huff_2yr,S08028TTTT,0.09,30,30,0.438,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08028TTTT,178192.172,549936.7,공동주택,huff_2yr,S08029TTTT,0.09,30,30,0.438,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08029TTTT,178222.172,549936.7,공동주택,huff_2yr,S08030TTTT,0.09,30,30,0.434,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08030TTTT,178252.172,549936.7,공동주택,huff_2yr,S08031TTTT,0.09,30,30,0.44,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08031TTTT,178282.172,549936.7,공동주택,huff_2yr,SD08032,0.09,30,30,0.44,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08032TTTF,178309.453,549936.75,공동주택,huff_2yr,S08033TTTT,0.032862,18.128,18.128,0.438,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08033TTTT,178342.172,549936.7,공동주택,huff_2yr,S08034TTTT,0.09,30,30,0.438,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08034TTTT,178372.172,549936.7,공동주택,huff_2yr,S08035TTTT,0.09,30,30,0.436,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08035TTTT,178402.172,549936.7,공동주택,huff_2yr,S08036TTTT,0.09,30,30,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08036TTTT,178432.172,549936.7,공동주택,huff_2yr,S08037TTTT,0.09,30,30,0.434,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08037TTTT,178462.172,549936.7,공동주택,huff_2yr,SD08038,0.09,30,30,0.437,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08038TTTT,178492.156,549936.7,공동주택,huff_2yr,SD08039,0.089901,29.984,29.983,0.437,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08039TTFT,178521.734,549938.1,공동주택,huff_2yr,SD08040,0.081134,28.484,28.484,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08040TTFT,178551.641,549940.5,공동주택,huff_2yr,SD08041,0.066768,25.84,25.839,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08041TTFT,178581.484,549942.9,공동주택,huff_2yr,SD08042,0.052403,22.892,22.891,0.442,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08042TTFF,178604.953,549944.7,업무시설,huff_2yr,SD08043,0.022131,14.877,14.876,0.442,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08043TFFT,178647.141,549947.938,업무시설,huff_2yr,SD08044,0.014317,11.965,11.966,0.409,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08044TTFF,178669.313,549949.5,공동주택,huff_2yr,SD08045,0.011765,10.847,10.846,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08045FFTT,178705.25,549926.7,공동주택,huff_2yr,SD08046,0.007479,8.648,8.648,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08046FTTT,178733.859,549925.1,녹지,huff_2yr,SD08047,0.01996,14.128,14.128,0.412,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08047FTTF,178760.25,549926.438,자족시설,huff_2yr,SD08048,0.024795,15.747,15.746,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08049FFTT,178825.141,549931.563,자족시설,huff_2yr,SD08050,0.049347,22.214,22.214,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08050FTTT,178852.7,549934,자족시설,huff_2yr,SD08051,0.073631,27.135,27.135,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08051FTTT,178882.422,549936.3,자족시설,huff_2yr,S08052TTTT,0.087696,29.614,29.613,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08052TTTT,178912.172,549936.7,자족시설,huff_2yr,S08053TTTT,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08053TTTT,178942.172,549936.7,보행자전용도로,huff_2yr,S08054TTTT,0.09,30,30,0.412,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08054TTTT,178972.172,549936.7,자족시설,huff_2yr,S08055TTTT,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08055TTTT,179002.172,549936.7,자족시설,huff_2yr,SD08056,0.09,30,30,0.412,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08056TTTF,179019.188,549937.3,공원,huff_2yr,SD08057,0.011989,10.95,10.949,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08057TFTT,179063.078,549936.5,공원,huff_2yr,S08058TTTT,0.084552,29.078,29.078,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08058TTTT,179088.609,549937.438,공원,huff_2yr,OF29,0.068119,26.1,26.099,0.412,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08106TTTT,177543.078,549914.5,공원,huff_2yr,OF58,0.013302,11.533,11.534,0.3,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08107TTTT,177561.6,549907.563,공원,huff_2yr,S08106TTTT,0.082286,28.686,28.685,0.3,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08108TTTT,177579.422,549917.1,자족시설,huff_2yr,SD08107,0.001763,4.199,4.199,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08109TTTT,177624.016,549905.8,자족시설,huff_2yr,SD08108,0.078215,27.967,27.967,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08110TTTT,177644.313,549909.9,녹지,huff_2yr,SD08109,0.037593,19.389,19.389,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08113TTTT,177753.359,549913.563,자족시설,huff_2yr,OF42,0.01398,11.824,11.823,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08114TTTT,177772.219,549906.75,자족시설,huff_2yr,S08113TTTT,0.089719,29.953,29.953,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08115TTTT,177802.172,549906.7,자족시설,huff_2yr,S08114TTTT,0.09,30,30,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08116TTTF,177830.391,549906.3,공동주택,huff_2yr,S08115TTTT,0.079085,28.122,28.122,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08117TFTT,177870.781,549907.6,공동주택,huff_2yr,SD08116,0.0379,19.468,19.468,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08118TTTT,177892.172,549906.7,공동주택,huff_2yr,SD08117,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08119TTTT,177922.172,549906.7,공동주택,huff_2yr,S08118TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08120TTTT,177952.172,549906.7,공동주택,huff_2yr,S08119TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08121TTTT,177982.172,549906.7,공동주택,huff_2yr,S08120TTTT,0.09,30,30,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08122TTTT,178012.172,549906.7,공동주택,huff_2yr,S08121TTTT,0.09,30,30,0.405,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08123TTTT,178042.172,549906.7,공동주택,huff_2yr,S08224TTTT,0.09,30,30,0.393,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08124TTTT,178072.172,549906.7,공동주택,huff_2yr,S08125TTTT,0.09,30,30,0.415,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08125TTTT,178102.172,549906.7,공동주택,huff_2yr,S08126TTTT,0.09,30,30,0.422,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08126TTTT,178132.172,549906.7,공동주택,huff_2yr,S08127TTTT,0.09,30,30,0.428,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08127TTTT,178162.172,549906.7,공동주택,huff_2yr,S08128TTTT,0.09,30,30,0.427,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08128TTTT,178192.172,549906.7,공동주택,huff_2yr,S08129TTTT,0.09,30,30,0.427,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08129TTTT,178222.172,549906.7,공동주택,huff_2yr,S08130TTTT,0.09,30,30,0.427,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08130TTTT,178252.172,549906.7,공동주택,huff_2yr,S08131TTTT,0.09,30,30,0.431,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08131TTTT,178282.172,549906.7,공동주택,huff_2yr,SD08132,0.09,30,30,0.434,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08132TTFF,178310.078,549907.063,공동주택,huff_2yr,SD08133,0.031429,17.728,17.728,0.436,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08133TFFT,178341.719,549908.75,공동주택,huff_2yr,SD08134,0.077326,27.808,27.807,0.435,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08134TTFT,178371.609,549911.1,공동주택,huff_2yr,SD08135,0.062961,25.092,25.092,0.435,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08135TTFT,178401.438,549913.563,공동주택,huff_2yr,SD08136,0.048595,22.044,22.045,0.438,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08136TTFT,178431.125,549915.9,공동주택,huff_2yr,SD08137,0.03423,18.501,18.502,0.431,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08137TTFT,178460.375,549918.25,공동주택,huff_2yr,SD08138,0.019865,14.094,14.095,0.438,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08138TTFF,178491.219,549910.2,공동주택,huff_2yr,SD08139,0.00883,9.397,9.397,0.44,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08139FFTT,178524.266,549894.5,공동주택,huff_2yr,SD08140,0.016024,12.659,12.658,0.433,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S08140FTTT,178553.313,549896.7,공동주택,huff_2yr,SD08141,0.029443,17.159,17.159,0.434,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
